ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,pad_0,oldSortId,pad_1
315600,Great Lord Greatsword [Greatsword],2507,437,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,351010,351010,351010,351010,351010,351010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,407,[0|0|0|0|0|0|0|0]
315700,Great Lord Greatsword [Demon Great Machete],2507,438,398000,8,0,800,5000,10000,23,24,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,1400,352010,352010,352010,352010,352010,352010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101200,101210,101220,268,26,400,400,1,10,256,0,0,0,35,35,0,0,26,1000,268,-1,0,-1,7,0,1,25,2,0,50,50,0,1,97,2,12,20,10,0,0,99,0,0,10,40,0,3,0,0,0,40,40,40,30,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,408,[0|0|0|0|0|0|0|0]
350000,Zweihander,2600,511,399000,10,0,400,800,50,60,26,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,0,350000,350000,350000,350000,350000,350000,350005,350005,350005,350005,350005,350010,350010,350010,350010,350010,1,1,1,1,100700,100710,100720,208,28,200,200,1,10,130,0,0,0,40,50,0,0,44,0,-1,16,0,-1,7,0,1,26,2,0,50,50,0,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,511,[0|0|0|0|0|0|0|0]
350100,Zweihander [Crystal],2600,512,399000,10,0,400,800,1,60,26,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,100,350010,350010,350010,350010,350010,350010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,208,28,20,20,1,10,130,0,0,0,40,50,0,0,44,100,-1,17,0,-1,7,0,1,26,2,0,50,50,0,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,5,0,1,0,0,512,[0|0|0|0|0|0|0|0]
350200,Zweihander [Lightning],2600,513,399000,10,0,400,800,500,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,200,350010,350010,350010,350010,350010,350010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,208,28,200,200,1,10,130,0,0,130,40,50,0,0,44,200,-1,18,0,-1,7,0,1,26,2,0,50,50,0,6,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,513,[0|0|0|0|0|0|0|0]
350300,Zweihander [Raw],2600,514,399000,10,0,400,800,50,45,19,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,300,350005,350005,350005,350005,350005,350005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,208,28,200,200,1,10,150,0,0,0,40,50,0,0,44,300,-1,19,0,-1,7,0,1,26,2,0,50,50,0,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,15,0,1,0,0,514,[0|0|0|0|0|0|0|0]
350400,Zweihander [Magic],2600,515,399000,10,0,400,800,50,17,7,62,0,70,10,50,50,-1,-1,-1,-1,-1,-1,400,350005,350005,350005,350005,350005,350005,350405,350405,350405,350405,350405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,208,28,200,200,1,10,98,106,0,0,40,50,0,0,44,400,-1,20,0,-1,7,0,1,26,2,0,50,50,1,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,515,[0|0|0|0|0|0|0|0]
350500,Zweihander [Enchanted],2600,516,399000,10,0,400,800,50,13,5,60,0,70,10,50,50,-1,-1,-1,-1,-1,-1,500,350405,350405,350405,350405,350405,350405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,208,28,200,200,1,10,98,104,0,0,40,50,0,0,44,500,-1,21,0,-1,7,0,1,26,2,0,50,50,1,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,516,[0|0|0|0|0|0|0|0]
350600,Zweihander [Divine],2600,517,399000,10,0,400,800,100,23,10,0,61,70,10,50,50,-1,-1,-1,-1,-1,-1,600,350005,350005,350005,350005,350005,350005,350605,350605,350605,350605,350605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,208,28,200,200,1,10,88,107,0,0,40,50,0,0,44,600,-1,22,0,-1,7,0,1,26,2,0,50,50,1,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25,0,1,0,0,517,[0|0|0|0|0|0|0|0]
350700,Zweihander [Occult],2600,518,399000,10,0,400,800,100,22,9,0,72,70,10,50,50,-1,-1,-1,-1,-1,-1,700,350605,350605,350605,350605,350605,350605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,208,28,200,200,1,10,89,98,0,0,40,50,0,0,44,700,-1,23,0,-1,7,0,1,26,2,0,50,50,1,1,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,518,[0|0|0|0|0|0|0|0]
350800,Zweihander [Fire],2600,519,399000,10,0,400,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,800,350005,350005,350005,350005,350005,350005,350805,350805,350805,350805,350805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,208,28,200,200,1,10,130,0,130,0,40,50,0,0,44,800,-1,24,0,-1,7,0,1,26,2,0,50,50,0,2,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,1,0,0,519,[0|0|0|0|0|0|0|0]
350900,Zweihander [Chaos],2600,520,399000,10,0,400,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,900,350805,350805,350805,350805,350805,350805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,208,28,200,200,1,10,113,0,131,0,40,50,0,0,44,900,-1,25,0,-1,7,0,1,26,2,0,50,50,0,2,0,2,12,24,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,40,0,1,0,0,520,[0|0|0|0|0|0|0|0]
351000,Greatsword,2602,501,399000,12,0,400,800,50,60,26,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,0,351000,351000,351000,351000,351000,351000,351005,351005,351005,351005,351005,351010,351010,351010,351010,351010,1,1,1,1,100700,100710,100720,251,29,200,200,1,10,130,0,0,0,40,50,0,0,44,0,-1,16,0,-1,7,0,1,26,2,0,50,50,0,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,501,[0|0|0|0|0|0|0|0]
351100,Greatsword [Crystal],2602,502,399000,12,0,400,800,1,60,26,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,100,351010,351010,351010,351010,351010,351010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,251,29,20,20,1,10,130,0,0,0,40,50,0,0,44,100,-1,17,0,-1,7,0,1,26,2,0,50,50,0,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,5,0,1,0,0,502,[0|0|0|0|0|0|0|0]
351200,Greatsword [Lightning],2602,503,399000,12,0,400,800,500,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,200,351010,351010,351010,351010,351010,351010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,251,29,200,200,1,10,130,0,0,130,40,50,0,0,44,200,-1,18,0,-1,7,0,1,26,2,0,50,50,0,6,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10,0,1,0,0,503,[0|0|0|0|0|0|0|0]
351300,Greatsword [Raw],2602,504,399000,12,0,400,800,50,45,19,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,300,351005,351005,351005,351005,351005,351005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,251,29,200,200,1,10,150,0,0,0,40,50,0,0,44,300,-1,19,0,-1,7,0,1,26,2,0,50,50,0,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,15,0,1,0,0,504,[0|0|0|0|0|0|0|0]
351400,Greatsword [Magic],2602,505,399000,12,0,400,800,50,17,7,62,0,70,10,50,50,-1,-1,-1,-1,-1,-1,400,351005,351005,351005,351005,351005,351005,351405,351405,351405,351405,351405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,251,29,200,200,1,10,98,106,0,0,40,50,0,0,44,400,-1,20,0,-1,7,0,1,26,2,0,50,50,1,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,20,0,1,0,0,505,[0|0|0|0|0|0|0|0]
351500,Greatsword [Enchanted],2602,506,399000,12,0,400,800,50,13,5,60,0,70,10,50,50,-1,-1,-1,-1,-1,-1,500,351405,351405,351405,351405,351405,351405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,251,29,200,200,1,10,98,104,0,0,40,50,0,0,44,500,-1,21,0,-1,7,0,1,26,2,0,50,50,1,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,22,0,1,0,0,506,[0|0|0|0|0|0|0|0]
351600,Greatsword [Divine],2602,507,399000,12,0,400,800,100,23,10,0,61,70,10,50,50,-1,-1,-1,-1,-1,-1,600,351005,351005,351005,351005,351005,351005,351605,351605,351605,351605,351605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,251,29,200,200,1,10,88,107,0,0,40,50,0,0,44,600,-1,22,0,-1,7,0,1,26,2,0,50,50,1,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25,0,1,0,0,507,[0|0|0|0|0|0|0|0]
351700,Greatsword [Occult],2602,508,399000,12,0,400,800,100,22,9,0,72,70,10,50,50,-1,-1,-1,-1,-1,-1,700,351605,351605,351605,351605,351605,351605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,251,29,200,200,1,10,89,98,0,0,40,50,0,0,44,700,-1,23,0,-1,7,0,1,26,2,0,50,50,1,1,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30,0,1,0,0,508,[0|0|0|0|0|0|0|0]
351800,Greatsword [Fire],2602,509,399000,12,0,400,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,800,351005,351005,351005,351005,351005,351005,351805,351805,351805,351805,351805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,251,29,200,200,1,10,130,0,130,0,40,50,0,0,44,800,-1,24,0,-1,7,0,1,26,2,0,50,50,0,2,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,35,0,1,0,0,509,[0|0|0|0|0|0|0|0]
351900,Greatsword [Chaos],2602,510,399000,12,0,400,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,900,351805,351805,351805,351805,351805,351805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,251,29,200,200,1,10,113,0,131,0,40,50,0,0,44,900,-1,25,0,-1,7,0,1,26,2,0,50,50,0,2,95,2,12,28,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,40,0,1,0,0,510,[0|0|0|0|0|0|0|0]
352000,Demon Great Machete,2603,521,399000,18,1,1200,800,50,90,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,0,352000,352000,352000,352000,352000,352000,352005,352005,352005,352005,352005,352010,352010,352010,352010,352010,1,1,1,1,100700,100710,100720,270,30,600,600,1,10,133,0,0,0,40,50,0,0,44,0,-1,16,0,-1,7,0,1,26,2,0,50,50,0,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,521,[0|0|0|0|0|0|0|0]
352100,Demon Great Machete [Crystal],2603,522,399000,18,1,1200,800,1,90,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,100,352010,352010,352010,352010,352010,352010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,270,30,60,60,1,10,133,0,0,0,40,50,0,0,44,100,-1,17,0,-1,7,0,1,26,2,0,50,50,0,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,5,0,1,0,0,522,[0|0|0|0|0|0|0|0]
352200,Demon Great Machete [Lightning],2603,523,399000,18,1,1200,800,500,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,200,352010,352010,352010,352010,352010,352010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,270,30,600,600,1,10,133,0,0,133,40,50,0,0,44,200,-1,18,0,-1,7,0,1,26,2,0,50,50,0,6,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,523,[0|0|0|0|0|0|0|0]
352300,Demon Great Machete [Raw],2603,524,399000,18,1,1200,800,50,68,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,300,352005,352005,352005,352005,352005,352005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,270,30,600,600,1,10,153,0,0,0,40,50,0,0,44,300,-1,19,0,-1,7,0,1,26,2,0,50,50,0,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,15,0,1,0,0,524,[0|0|0|0|0|0|0|0]
352400,Demon Great Machete [Magic],2603,525,399000,18,1,1200,800,50,25,0,65,0,70,10,50,50,-1,-1,-1,-1,-1,-1,400,352005,352005,352005,352005,352005,352005,352405,352405,352405,352405,352405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,270,30,600,600,1,10,100,108,0,0,40,50,0,0,44,400,-1,20,0,-1,7,0,1,26,2,0,50,50,1,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,525,[0|0|0|0|0|0|0|0]
352500,Demon Great Machete [Enchanted],2603,526,399000,18,1,1200,800,50,18,0,63,0,70,10,50,50,-1,-1,-1,-1,-1,-1,500,352405,352405,352405,352405,352405,352405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,270,30,600,600,1,10,100,106,0,0,40,50,0,0,44,500,-1,21,0,-1,7,0,1,26,2,0,50,50,1,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,526,[0|0|0|0|0|0|0|0]
352600,Demon Great Machete [Divine],2603,527,399000,18,1,1200,800,100,35,0,0,64,70,10,50,50,-1,-1,-1,-1,-1,-1,600,352005,352005,352005,352005,352005,352005,352605,352605,352605,352605,352605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,270,30,600,600,1,10,90,110,0,0,40,50,0,0,44,600,-1,22,0,-1,7,0,1,26,2,0,50,50,1,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25,0,1,0,0,527,[0|0|0|0|0|0|0|0]
352700,Demon Great Machete [Occult],2603,528,399000,18,1,1200,800,100,33,0,0,76,70,10,50,50,-1,-1,-1,-1,-1,-1,700,352605,352605,352605,352605,352605,352605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,270,30,600,600,1,10,91,100,0,0,40,50,0,0,44,700,-1,23,0,-1,7,0,1,26,2,0,50,50,1,1,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,528,[0|0|0|0|0|0|0|0]
352800,Demon Great Machete [Fire],2603,529,399000,18,1,1200,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,800,352005,352005,352005,352005,352005,352005,352805,352805,352805,352805,352805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,270,30,600,600,1,10,133,0,133,0,40,50,0,0,44,800,-1,24,0,-1,7,0,1,26,2,0,50,50,0,2,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,0,1,0,0,529,[0|0|0|0|0|0|0|0]
352900,Demon Great Machete [Chaos],2603,530,399000,18,1,1200,800,50,0,0,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,900,352805,352805,352805,352805,352805,352805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,270,30,600,600,1,10,116,0,134,0,40,50,0,0,44,900,-1,25,0,-1,7,0,1,26,2,0,50,50,0,2,96,2,12,40,0,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,40,0,1,0,0,530,[0|0|0|0|0|0|0|0]
354000,Dragon Greatsword,2601,541,399000,24,1,800,10000,5000,0,0,0,0,70,10,50,50,-1,-1,-1,6830,-1,-1,1100,354000,354000,354000,354000,354000,354000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101100,101110,101120,281,32,400,400,1,10,390,0,0,0,45,50,0,0,44,1100,281,-1,0,-1,7,0,1,26,2,0,50,50,0,1,98,2,12,50,10,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,541,[0|0|0|0|0|0|0|0]
355000,Black Knight Greatsword,2604,531,399000,14,1,600,2000,100,90,5,0,0,70,10,50,50,-1,-1,-1,-1,-1,-1,1200,355000,355000,355000,355000,355000,355000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.2,1,1,1,101300,101310,101320,221,145,300,300,1,10,220,0,0,0,45,50,0,0,44,1200,221,-1,0,-1,7,0,1,26,2,0,50,50,0,1,128,2,12,32,18,0,0,99,0,0,10,60,0,3,0,0,0,55,55,55,54,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,45,0,1,0,0,531,[0|0|0|0|0|0|0|0]
398000,[Ghost] Greatsword,2500,551,398000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,2003,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,7,0,1,25,2,0,50,50,0,1,0,2,12,0,0,0,0,99,0,0,10,40,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,551,[0|0|0|0|0|0|0|0]
399000,[Ghost] Ultra Greatsword,2600,552,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,2004,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,7,0,1,26,2,0,50,50,0,1,0,2,12,0,0,0,0,99,0,0,10,60,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,552,[0|0|0|0|0|0|0|0]
400000,Scimitar,2800,601,498000,1.5,0,320,200,50,13,85,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,0,400000,400000,400000,400000,400000,400000,400005,400005,400005,400005,400005,400010,400010,400010,400010,400010,1,1,1,1,100700,100710,100720,400,33,160,160,1,10,80,0,0,0,10,20,0,0,30,0,-1,16,0,-1,7,0,3,28,2,0,50,50,0,1,0,0,10,7,13,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,34,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,601,[0|0|0|0|0|0|0|0]
400100,Scimitar [Crystal],2800,602,498000,1.5,0,320,200,1,13,85,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,100,400010,400010,400010,400010,400010,400010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,400,33,16,16,1,10,80,0,0,0,10,20,0,0,30,100,-1,17,0,-1,7,0,3,28,2,0,50,50,0,1,0,0,10,7,13,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,34,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,5,0,1,0,0,602,[0|0|0|0|0|0|0|0]
400200,Scimitar [Lightning],2800,603,498000,1.5,0,320,200,500,0,0,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,200,400010,400010,400010,400010,400010,400010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,400,33,160,160,1,10,80,0,0,80,10,20,0,0,30,200,-1,18,0,-1,7,0,3,28,2,0,50,50,0,6,0,0,10,7,13,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,34,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,603,[0|0|0|0|0|0|0|0]
400300,Scimitar [Raw],2800,604,498000,1.5,0,320,200,50,10,64,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,300,400005,400005,400005,400005,400005,400005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,400,33,160,160,1,10,92,0,0,0,10,20,0,0,30,300,-1,19,0,-1,7,0,3,28,2,0,50,50,0,1,0,0,10,7,13,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,34,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,15,0,1,0,0,604,[0|0|0|0|0|0|0|0]
